data_release,event_id,summary,status,ct_sources,event_date,date_year,date_month,date_day,wounded_low,wounded_high,killed_low,killed_high,killed_low_civilian,killed_high_civilian,killed_low_political,killed_high_political,killed_low_security,killed_high_security,ct_belt_bomb,ct_truck_bomb,ct_car_bomb,ct_weapon_oth,ct_weapon_unk,weapon_id,weapon_txt,weapon_type_txt,cbrn_txt,ucdp_conflict_sgv_1_id,ucdp_conflict_sgv_2_id,ucdp_conflict_osv_1_id,ucdp_conflict_osv_2_id,ucdp_dyad_sgv_1_id,ucdp_dyad_sgv_2_id,ucdp_dyad_osv_1_id,ucdp_dyad_osv_2_id,region_id,subregion_id,admin0_id,admin0_cow_id,admin1_id,city_id,Region,Subregion,admin0_txt,admin1_txt,city_txt,aimpoint_desc,latitude,longitude,target_desc,tt1_id,tt2_id,tt3_id,tt1_txt,tt2_txt,tt3_txt,tt_org_id,tt_natl_id,tt_ethnic_id,tt_org_txt,tt_natl_txt,tt_ethnic_txt,tt_relig_id,tt_denom_id,tt_sect_id,tt_relig_txt,tt_denom_txt,tt_sect_txt,ct_claimed,ct_denied,ct_suspect,group_clm_1_id,group_clm_2_id,group_clm_3_id,group_clm_1_txt,group_clm_2_txt,group_clm_3_txt,group_den_1_id,group_den_2_id,group_den_3_id,group_den_1_txt,group_den_2_txt,group_den_3_txt,group_susp_1_id,group_susp_2_id,group_susp_3_id,group_susp_1_txt,group_susp_2_txt,group_susp_3_txt,ct_attackers,ct_attackers_fem,ct_attackers_mal,ct_attackers_unk
02-Oct-20,-2116483285,"11/11/2010: In Karachi, Sindh, Pakistan at ""Red Zone"" high security area of central Karachi, 3 attackers attacked Pakistan's Crime Investigation Department (CID) compound in a Confirmed Suicide suicide attack with a Car bomb, killing 18 people (8 civilian, 0 political, and 10 security) and wounding 100 people.  Tehrik-i-Taliban Pakistan claimed the attack.   The attack was verified as Confirmed Suicide on 7/14/2014 11:03:30 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,11-11-2010,2010,11,4,80,100,15,18,5,8,0,0,10,10,0,0,1,0,0,5,Car bomb,VBIED,None,404,-1,-99,-99,857,-1,-99,-99,6,13,187,770,3220,2052313601,Asia,Southern Asia,Pakistan,Sindh,Karachi,"""Red Zone"" high security area of central Karachi",24.91,67.08,Pakistan's Crime Investigation Department (CID) compound,3,20,109,Security,Forces,Facility/Building,13,177,159,Domestic Government,Pakistani,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1681174382,1585107768,1585107768,Tehrik-i-Taliban Pakistan,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,3,0,3,0
02-Oct-20,-2114294757,"3/19/2013: In Iskandariyah, Babil, Iraq at NA, 1 attacker attacked Iraqi Army base in a Confirmed Suicide suicide attack with a Truck bomb, killing 2 people (0 civilian, 0 political, and 2 security) and wounding 10 people.  Islamic State of Iraq claimed the attack.   The attack was verified as Confirmed Suicide on 7/15/2014 10:32:45 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,3/19/2013,2013,3,2,10,10,2,2,0,0,0,0,2,2,0,1,0,0,0,4,Truck bomb,VBIED,None,259,-1,-99,-99,524,-1,-99,-99,6,21,116,645,2313,-670557950,Asia,Western Asia,Iraq,Babil,Iskandariyah,NA,32.87,44.34,Iraqi Army base,3,20,106,Security,Forces,Base,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1219865689,1585107768,1585107768,Islamic State of Iraq,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2113977479,"6/20/2009: In Taza Khurmatu, Kirkuk, Iraq at Mosque, Taza Kharmatu, 1 attacker attacked Al Rasul Mosque in a Confirmed Suicide suicide attack with a Truck bomb, killing 88 people (88 civilian, 0 political, and 0 security) and wounding 202 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 8/7/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,5,6/20/2009,2009,6,6,202,202,88,88,88,88,0,0,0,0,0,1,0,0,0,4,Truck bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2320,1263614791,Asia,Western Asia,Iraq,Kirkuk,Taza Khurmatu,"Mosque, Taza Kharmatu",35.3,44.32,Al Rasul Mosque,1,8,44,Civilian,Religious,Facility/Building,42,111,144,N/A,Iraqi,Unknown,6,2,23,Islam,Shia,Unknown (Shia),0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2113883132,"9/17/2006: In Kandahar City, Kandahar, Afghanistan at Mirwais Mina Area, 1 attacker attacked NATO-ISAF (Canadian) military convoy in a Confirmed Suicide suicide attack with a Car bomb, killing 1 person (1 civilian, 0 political, and 0 security) and wounding 11 people.  Taliban (IEA) claimed the attack.   The attack was verified as Confirmed Suicide on 6/19/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,9/17/2006,2006,9,7,4,11,1,1,1,1,0,0,0,0,0,0,1,0,0,5,Car bomb,VBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,845,-140911052,Asia,Southern Asia,Afghanistan,Kandahar,Kandahar City,Mirwais Mina Area,31.61,65.71,NATO-ISAF (Canadian) military convoy,3,20,108,Security,Forces,Convoy,7,45,159,North Atlantic Treaty Organization (NATO),Canadian,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2113649386,"8/4/2017: In Mosul, Ninawa, Iraq at House in Jadida Neighborhood, 1 attacker attacked Golden Division (Iraqi Special Operations Forces) headquarters in a Confirmed Suicide suicide attack with a Belt bomb, killing 7 people (0 civilian, 0 political, and 7 security) and wounding 4 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 10/23/2017 6:25:51 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,08-04-2017,2017,8,5,4,4,7,7,0,0,0,0,7,7,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2322,-1138982372,Asia,Western Asia,Iraq,Ninawa,Mosul,House in Jadida Neighborhood,36.33,43.11,Golden Division (Iraqi Special Operations Forces) headquarters,3,33,207,Security,Government Organized Militia,Facility/Building,15,111,144,Popular Mobilization Forces,Iraqi,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2113533302,"8/22/2013: In Ramadi, Al-Anbar, Iraq at Center of Ramadi, 1 attacker attacked Iraqi Army Headquarters in a Confirmed Suicide suicide attack with a Truck bomb, killing 14 people (4 civilian, 0 political, and 9 security) and wounding 14 people.  Islamic State of Iraq and Syria claimed the attack.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 10/11/2018 3:43:41 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,8/22/2013,2013,8,4,11,14,4,14,1,4,0,0,3,9,0,1,0,0,0,4,Truck bomb,VBIED,None,259,-1,-99,-99,524,-1,-99,-99,6,21,116,645,2308,-593069132,Asia,Western Asia,Iraq,Al-Anbar,Ramadi,Center of Ramadi,33.434167,43.268611,Iraqi Army Headquarters,3,20,109,Security,Forces,Facility/Building,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,1,0,0,-1098742477,1585107768,1585107768,Islamic State of Iraq and Syria,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2108866671,"12/18/2014: In Samarra, Sala ad-Din, Iraq at Banat Al Hosn Area Southwest of Al Samra, 1 attacker attacked Unknown in a Possible - Too Few Sources suicide attack with a Unspecified, killing no one (0 civilian, 0 political, and 0 security) and wounding no one.  Islamic State claimed the attack.  (Note: Claim status not verified!) The attack was verified as Possible - Too Few Sources on 10/15/2018 4:19:48 PM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Too Few Sources,2,12/18/2014,2014,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,Unspecified,Unspecified,None,259,-1,506,-1,524,-1,973,-1,6,21,116,645,2325,1305953774,Asia,Western Asia,Iraq,Sala ad-Din,Samarra,Banat Al Hosn Area Southwest of Al Samra,34.19,43.87,Unknown,1,4,27,Civilian,General,Residential Area,42,242,144,N/A,Unknown,Unknown,14,50,20,Unknown,Unknown,Unknown,1,0,0,1412607573,1585107768,1585107768,Islamic State,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2108773937,"10/10/2007: In Baidoa, Bay, Somalia at Unspecified Base Type, Ethiopian Army Base, 1 attacker attacked Ali Mohammad Gedi, Somalian Prime Minister [survived] in a Confirmed Suicide suicide attack with a Car bomb, killing 2 people (0 civilian, 0 political, and 2 security) and wounding 3 people.  Al-Shabaab claimed the attack.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 3/21/2014 3:26:18 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,10-10-2007,2007,10,3,1,3,2,2,0,0,0,0,2,2,0,0,1,0,0,5,Car bomb,VBIED,None,337,-1,-99,-99,750,-1,-99,-99,3,6,223,520,3866,1233262516,Africa,Eastern Africa,Somalia,Bay,Baidoa,"Unspecified Base Type, Ethiopian Army Base",3.11383,43.6498,"Ali Mohammad Gedi, Somalian Prime Minister [survived]",2,13,74,Political,Domestic,Leader(s),13,214,159,Domestic Government,Somali,N/A,18,49,21,N/A,N/A,N/A,1,0,0,2004803133,1585107768,1585107768,Al-Shabaab,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2108091409,"8/31/2007: In Kabul, Kabul, Afghanistan at A checkpoint outside the military wing of Kabul International airport, 1 attacker attacked NATO area of Kabul International Airport in a Confirmed Suicide suicide attack with a Car bomb, killing 1 person (0 civilian, 0 political, and 1 security) and wounding 6 people.  Taliban (IEA) claimed the attack.   The attack was verified as Confirmed Suicide on 2/24/2014 12:02:49 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,8/31/2007,2007,8,5,3,6,1,1,0,0,0,0,1,1,0,0,1,0,0,5,Car bomb,VBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,835,-1602198383,Asia,Southern Asia,Afghanistan,Kabul,Kabul,A checkpoint outside the military wing of Kabul International airport,34.53,69.17,NATO area of Kabul International Airport,3,20,106,Security,Forces,Base,7,158,144,North Atlantic Treaty Organization (NATO),Multinational,Unknown,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2108018583,"6/17/2017: In Khan 'Arnaba, Quneitra, Syria at National Defense Forces Checkpoint, 1 attacker attacked National Defense Forces personnel in a Confirmed Suicide suicide attack with a Belt bomb, killing 2 people (0 civilian, 0 political, and 2 security) and wounding 5 people.  No group claimed responsibility, but Ahrar al-Sham is suspected.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 7/26/2017 10:25:23 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,6/17/2017,2017,6,6,5,5,2,2,0,0,0,0,2,2,1,0,0,0,0,3,Belt bomb,PBIED,None,299,-1,-99,-99,11973,-1,-99,-99,6,21,235,652,4013,1501082520,Asia,Western Asia,Syria,Quneitra,Khan 'Arnaba,National Defense Forces Checkpoint,33.1787,35.8989,National Defense Forces personnel,3,20,107,Security,Forces,Checkpoint,13,225,159,Domestic Government,Syrian,N/A,18,49,21,N/A,N/A,N/A,0,0,1,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,714434431,1585107768,1585107768,Ahrar al-Sham,N/A,N/A,1,0,0,1
02-Oct-20,-2106875803,"9/8/2008: In Mosul, Ninawa, Iraq at Al-Ba'ath Neighborhood, 1 attacker attacked Iraqi Police patrol in a Confirmed Suicide suicide attack with a Car bomb, killing 1 person (0 civilian, 0 political, and 1 security) and wounding 4 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 8/7/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,09-08-2008,2008,9,1,4,4,1,1,0,0,0,0,1,1,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2322,-1138982372,Asia,Western Asia,Iraq,Ninawa,Mosul,Al-Ba'ath Neighborhood,36.33,43.11,Iraqi Police patrol,3,22,128,Security,Police,Patrol,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2105951685,"8/18/2009: In Miram Shah, F.A.T.A., Pakistan at Pakistani Army checkpoint, 1 attacker attacked Pakistani Army soldiers in a Confirmed Suicide suicide attack with a Car bomb, killing 3 people (0 civilian, 0 political, and 3 security) and wounding 3 people.  Tehrik-i-Taliban Pakistan claimed the attack.   The attack was verified as Confirmed Suicide on 7/27/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,8/18/2009,2009,8,2,3,3,3,3,0,0,0,0,3,3,0,0,1,0,0,5,Car bomb,VBIED,None,404,-1,-99,-99,857,-1,-99,-99,6,13,187,770,3216,-1929759088,Asia,Southern Asia,Pakistan,F.A.T.A.,Miram Shah,Pakistani Army checkpoint,33.01,70.07,Pakistani Army soldiers,3,20,107,Security,Forces,Checkpoint,13,177,159,Domestic Government,Pakistani,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1681174382,1585107768,1585107768,Tehrik-i-Taliban Pakistan,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2105747852,"4/4/2009: In Islamabad, F.C.T., Pakistan at Jinnah Super Market, 1 attacker attacked Frontier Constabulary Barracks in a Confirmed Suicide suicide attack with a Belt bomb, killing 8 people (0 civilian, 0 political, and 8 security) and wounding 7 people.  Tehrik-i-Taliban Pakistan claimed the attack.   The attack was verified as Confirmed Suicide on 7/27/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,04-04-2009,2009,4,6,4,7,6,8,0,0,0,0,6,8,1,0,0,0,0,3,Belt bomb,PBIED,None,404,-1,-99,-99,857,-1,-99,-99,6,13,187,770,3223,1464936035,Asia,Southern Asia,Pakistan,F.C.T.,Islamabad,Jinnah Super Market,33.7215,73.04328918,Frontier Constabulary Barracks,3,22,121,Security,Police,Base,13,177,159,Domestic Government,Pakistani,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1681174382,1585107768,1585107768,Tehrik-i-Taliban Pakistan,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2105618551,"4/6/2016: In Makhmur, Arbil, Iraq at Nineveh Village, 4 attackers attacked Peshmerga Fighters and Troops in a Possible - Too Few Sources suicide attack with a Car bomb, killing 9 people (0 civilian, 0 political, and 9 security) and wounding no one.  No group claimed responsibility, but Islamic State is suspected.  (Note: Claim status not verified!) The attack was verified as Possible - Too Few Sources on 5/6/2019 8:20:29 AM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Too Few Sources,1,04-06-2016,2016,4,3,0,0,9,9,0,0,0,0,9,9,0,0,1,0,0,5,Car bomb,VBIED,None,259,-1,-99,-99,524,-1,-99,-99,6,21,116,645,2318,1672608964,Asia,Western Asia,Iraq,Arbil,Makhmur,Nineveh Village,35.77,43.57,Peshmerga Fighters and Troops,3,20,115,Security,Forces,Troop(s),19,111,80,Iraqi Kurdistan (Peshmerga),Iraqi,Kurd,18,49,21,N/A,N/A,N/A,0,0,1,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1412607573,1585107768,1585107768,Islamic State,N/A,N/A,4,0,0,4
02-Oct-20,-2105544268,"9/26/2006: In Lashkar Gah, Hilmand, Afghanistan at Near Governor's House, 1 attacker attacked Endowment and Islamic Affairs Department in a Confirmed Suicide suicide attack with a Belt bomb, killing 18 people (12 civilian, 0 political, and 6 security) and wounding 18 people.  Taliban (IEA) claimed the attack.   The attack was verified as Confirmed Suicide on 6/19/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,9/26/2006,2006,9,2,17,18,12,18,9,12,0,0,3,6,1,0,0,0,0,3,Belt bomb,PBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,832,-347043585,Asia,Southern Asia,Afghanistan,Hilmand,Lashkar Gah,Near Governor's House,31.59,64.37,Endowment and Islamic Affairs Department,2,13,72,Political,Domestic,Facility/Building,13,1,159,Domestic Government,Afghan,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
02-Oct-20,-2105261224,"12/2/2017: In Biu, Borno, Nigeria at Market, Biu, 2 attackers (1 of whom were female) attacked Civilians at morning market in a Confirmed Suicide suicide attack with a Belt bomb, killing 13 people (13 civilian, 0 political, and 0 security) and wounding 51 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 1/24/2018 4:06:42 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,12-02-2017,2017,12,6,51,51,13,13,13,13,0,0,0,0,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,3,4,181,475,2957,-1261246423,Africa,Western Africa,Nigeria,Borno,Biu,"Market, Biu",10.6111,12.195,Civilians at morning market,1,1,6,Civilian,Commercial,Market,42,165,144,N/A,Nigerian,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,2,1,0,1
02-Oct-20,-2104938427,"12/4/2008: In Fallujah, Al-Anbar, Iraq at Al-Julan neighborhood, police station in a crowded residential area, 1 attacker attacked Iraqi Police station in a Confirmed Suicide suicide attack with a Car bomb, killing 9 people (2 civilian, 0 political, and 7 security) and wounding 22 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 4/11/2014 10:18:49 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,2,12-04-2008,2008,12,4,22,22,9,9,2,2,0,0,7,7,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2308,-38523887,Asia,Western Asia,Iraq,Al-Anbar,Fallujah,"Al-Julan neighborhood, police station in a crowded residential area",33.36,43.77,Iraqi Police station,3,22,124,Security,Police,Facility/Building,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2104427674,"6/7/2017: In Maiduguri, Borno, Nigeria at Mosque, Goni Kachallari region of Maiduguri, 1 attacker (1 of whom were female) attacked Civilians leaving a mosque in a Confirmed Suicide suicide attack with a Belt bomb, killing 6 people (6 civilian, 0 political, and 0 security) and wounding 18 people.  No group claimed responsibility, but Boko Haram (Shekau Faction) is suspected.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 7/25/2017 4:27:01 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,06-07-2017,2017,6,3,18,18,6,6,6,6,0,0,0,0,1,0,0,0,0,3,Belt bomb,PBIED,None,297,-1,1850,-1,640,-1,2332,-1,3,4,181,475,2957,-1342462191,Africa,Western Africa,Nigeria,Borno,Maiduguri,"Mosque, Goni Kachallari region of Maiduguri",11.833333,13.15,Civilians leaving a mosque,1,8,44,Civilian,Religious,Facility/Building,42,165,144,N/A,Nigerian,Unknown,6,3,24,Islam,Unknown (Islam),Unknown (Islam),0,0,1,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,2033412617,1585107768,1585107768,Boko Haram (Shekau Faction),N/A,N/A,1,1,0,0
02-Oct-20,-2104075238,"7/7/2019: In Ghazni City, Ghazni, Afghanistan at Near an Intelligence Department Compound, 1 attacker attacked Intelligence Unit in a Confirmed Suicide suicide attack with a Car bomb, killing 12 people (4 civilian, 0 political, and 8 security) and wounding 179 people.  Taliban (IEA) claimed the attack.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 8/26/2019 9:49:29 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,5,07-07-2019,2019,7,7,50,179,12,12,4,4,0,0,8,8,0,0,1,0,0,5,Car bomb,VBIED,None,333,-1,-99,-99,735,-1,-99,-99,6,13,1,700,830,-1214132275,Asia,Southern Asia,Afghanistan,Ghazni,Ghazni City,Near an Intelligence Department Compound,33.54,68.43,Intelligence Unit,3,20,112,Security,Forces,Patrol,13,1,159,Domestic Government,Afghan,N/A,18,49,21,N/A,N/A,N/A,1,0,0,1088854842,1585107768,1585107768,Taliban (IEA),N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2103085903,"2/16/2018: In Daquq, Kirkuk, Iraq at Marketplace, 1 attacker attacked Civilians in marketplace in a Possible - Conflicting Reports suicide attack with a Motorcycle bomb, killing 1 person (1 civilian, 0 political, and 0 security) and wounding 2 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Possible - Conflicting Reports on 4/6/2018 3:55:54 PM. This summary generated: 10/9/2020 3:11:40 PM.",Possible - Conflicting Reports,2,2/16/2018,2018,2,5,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,6,Motorcycle bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2320,-1419081186,Asia,Western Asia,Iraq,Kirkuk,Daquq,Marketplace,35.138411,44.444667,Civilians in marketplace,1,1,6,Civilian,Commercial,Market,42,111,144,N/A,Iraqi,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2103028799,"12/25/2006: In Ramadi, Al-Anbar, Iraq at Ramadi University entrance, 1 attacker attacked Iraqi Police checkpoint in a Confirmed Suicide suicide attack with a Belt bomb, killing 3 people (0 civilian, 0 political, and 3 security) and wounding 7 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 8/7/2012. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,12/25/2006,2006,12,1,5,7,1,3,0,0,0,0,1,3,1,0,0,0,0,3,Belt bomb,PBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2308,-593069132,Asia,Western Asia,Iraq,Al-Anbar,Ramadi,Ramadi University entrance,33.434167,43.268611,Iraqi Police checkpoint,3,22,122,Security,Police,Checkpoint,13,111,159,Domestic Government,Iraqi,N/A,18,49,21,N/A,N/A,N/A,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,0,1
02-Oct-20,-2102203019,"4/14/2015: In Bayji, Sala ad-Din, Iraq at Oil Refinery, Bayji Oil Refinery, 2 attackers attacked Refinery security officials in a Confirmed Suicide suicide attack with a Car bomb, killing 16 people (0 civilian, 0 political, and 16 security) and wounding 7 people.  No group claimed responsibility.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 6/25/2015 11:07:39 AM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,4,4/14/2015,2015,4,2,7,7,6,16,0,0,0,0,6,16,0,0,1,0,0,5,Car bomb,VBIED,None,-99,-99,-99,-99,-99,-99,-99,-99,6,21,116,645,2325,-1324771892,Asia,Western Asia,Iraq,Sala ad-Din,Bayji,"Oil Refinery, Bayji Oil Refinery",34.93,43.48,Refinery security officials,1,5,36,Civilian,Infrastructure,Other,42,111,144,N/A,Iraqi,Unknown,14,50,20,Unknown,Unknown,Unknown,0,0,0,40934540,1585107768,1585107768,Unknown Group,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,2,0,2,0
02-Oct-20,-2101445564,"9/19/2002: In Tel Aviv, Tel Aviv, Israel at Street, Allenby Street, Outside Tel Aviv's Main Synagogue, 1 attacker attacked Public Bus #4 transporting Israeli civilians in a Confirmed Suicide suicide attack with a Other PBIED, killing 5 people (5 civilian, 0 political, and 0 security) and wounding 60 people.  Hamas and Palestinian Islamic Jihad claimed the attack.  (Note: Claim status not verified!) The attack was verified as Confirmed Suicide on 4/25/2014 4:26:19 PM. This summary generated: 10/9/2020 3:11:40 PM.",Confirmed Suicide,3,9/19/2002,2002,9,4,7,60,5,5,5,5,0,0,0,0,0,0,0,1,0,16,Other PBIED,PBIED,None,234,-1,501,500,477,478,968,967,6,21,118,666,2236,-1884546852,Asia,Western Asia,Israel,Tel Aviv,Tel Aviv,"Street, Allenby Street, Outside Tel Aviv's Main Synagogue",32.08088,34.78057,Public Bus #4 transporting Israeli civilians,1,11,65,Civilian,Transportation,Vehicle(s),42,113,73,N/A,Israeli,Jewish,8,22,37,Judaism,Unknown (Judaism),Unknown (Judaism),2,0,0,-2020935154,-744776018,1585107768,Palestinian Islamic Jihad,Hamas,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1585107768,1585107768,1585107768,N/A,N/A,N/A,1,0,1,0
